Date,Open,High,Low,Close,Adj Close,Volume,SMA_5,SMA_20,EMA_5,EMA_20,MACD,MACD_Signal
2004-09-28,3.021176,3.173106,2.994028,3.159657,3.159657,340190355,3.0094698,2.763965,3.0214542371461346,2.831577838027041,0.12886994095999382,0.09793907044785681
2004-09-29,3.155672,3.362895,3.143966,3.264763,3.264763,613229953,3.0727328,2.7997185,3.102557158097423,2.8728335677387515,0.14714718757631262,0.10778069387354798
2004-09-30,3.235373,3.295149,3.212957,3.227901,3.227901,276468402,3.1164688000000003,2.836269,3.144338438731616,2.9066495136683943,0.15684951825774407,0.11759445875038721
2004-10-01,3.257789,3.343468,3.210466,3.302123,3.302123,303934969,3.1799808,2.8749615000000004,3.1969332924877443,2.944313655223785,0.16858444379723903,0.1277924557597576
2004-10-04,3.368624,3.408972,3.338237,3.363891,3.363891,261693228,3.2636670000000003,2.9186104,3.2525858616584964,2.9842734023453295,0.1807846453589832,0.13839089367960272
2004-10-05,3.353929,3.450317,3.293655,3.446332,3.446332,300887589,3.321002,2.9644261500000004,3.317167907772331,3.0282789830743457,0.19485947398588888,0.14968460974085995
2004-10-06,3.425909,3.448325,3.387304,3.414203,3.414203,268900140,3.3508900000000006,3.0077388000000003,3.349512938514888,3.0650336513529797,0.20110314343447966,0.1599683164795839
2004-10-07,3.410218,3.483941,3.401002,3.458287,3.458287,283643194,3.3969672,3.0532432,3.3857709590099256,3.1024863512241243,0.20721980589779765,0.16941861436322667
2004-10-08,3.45505,3.47896,3.412708,3.430392,3.430392,222442656,3.4226210000000004,3.09359195,3.4006446393399505,3.1337154606313504,0.20742534137876945,0.17701995976633522
2004-10-11,3.41221,3.458537,3.333754,3.368873,3.368873,210437827,3.4236174,3.1281624,3.3900540928933003,3.156111416761698,0.20031505332108335,0.18167897847728484
2004-10-12,3.348449,3.427403,3.322546,3.422173,3.422173,234419380,3.4187855999999996,3.16042895,3.4007603952622008,3.1814506151653457,0.1967133740357614,0.18468585758898015
2004-10-13,3.56962,3.575349,3.488923,3.509346,3.509346,397203256,3.4378141999999996,3.1964190500000003,3.436955596841467,3.2126787470543605,0.19860376919357758,0.18746943990989964
2004-10-14,3.512086,3.546208,3.451065,3.536743,3.536743,209835578,3.4535054,3.2313257,3.4702180645609784,3.2435420092396594,0.20000707287342134,0.18997696650260398
2004-10-15,3.60972,3.623917,3.535498,3.589296,3.589296,265150137,3.4852862,3.2644763999999995,3.509910709707319,3.276470960740644,0.20301950654995515,0.19258547451207422
2004-10-18,3.566631,3.716071,3.517067,3.715075,3.715075,282061287,3.5545266,3.3015873,3.578298806471546,3.3182427740034397,0.21309971519624327,0.19668832264890804
2004-10-19,3.74845,3.795773,3.669994,3.684689,3.684689,363918964,3.6070298000000003,3.3390718,3.6137622043143645,3.353142414574541,0.21614487336417554,0.20057963279196156
2004-10-20,3.68693,3.710841,3.476967,3.499134,3.499134,456613107,3.6049874,3.3666061,3.5755528028762433,3.3670463750912516,0.2012653833434479,0.20071678290225883
2004-10-21,3.596519,3.739234,3.527279,3.720554,3.720554,585767401,3.6417496,3.4021727500000005,3.623886535250829,3.400713767939704,0.2049771745426674,0.20156886123034057
2004-10-22,4.247579,4.48743,4.086682,4.294653,4.294653,1481207196,3.7828209999999998,3.46767725,3.847475356833886,3.4858508376597324,0.25134642206863544,0.21152437339799957
2004-10-25,4.393532,4.842599,4.297641,4.667505,4.667505,1315480331,3.9733069999999997,3.5537795,4.120818571222591,3.5983893293111864,0.31455443740016387,0.23213038619843246
2004-10-26,4.641104,4.798016,4.483196,4.528028,4.528028,895628499,4.141974800000001,3.62219805,4.2565550474817275,3.686926345567264,0.34936535041033423,0.25557737904081285
2004-10-27,4.550942,4.720307,4.527281,4.631889,4.631889,536262538,4.3685258000000005,3.69055435,4.381666364987819,3.776922788846572,0.38094269421704485,0.28065044207605927
2004-10-28,4.649572,4.841602,4.622673,4.814454,4.814454,596097978,4.5873058,3.769882,4.52592890999188,3.8757352851468982,0.4159051408551564,0.30770138183187873
2004-10-29,4.953682,4.980083,4.747206,4.748203,4.748203,849672890,4.6780158,3.8421860000000003,4.60002027332792,3.9588274484662413,0.4332727313453568,0.3328156517345744
2004-11-01,4.820681,4.923296,4.763894,4.882449,4.882449,490828877,4.7210046000000006,3.9181138999999994,4.694163182218614,4.046791405755171,0.45265131954884286,0.35678278529742813
2004-11-02,4.950943,4.962649,4.815451,4.853558,4.853558,455553149,4.7861106,3.9884752,4.747294788145743,4.123626319492773,0.46037085937153055,0.3775004001122486
2004-11-03,4.935999,5.021179,4.750942,4.773856,4.773856,557630330,4.814504,4.056457849999999,4.756148525430495,4.1855529557315565,0.4548145460203994,0.39296322929387884
2004-11-04,4.693408,4.742225,4.566633,4.600257,4.600257,578544429,4.771664599999999,4.11355635,4.70418468362033,4.225048578995218,0.43142988403851046,0.4006565602428052
2004-11-05,4.532511,4.540481,4.198015,4.21794,4.21794,796297573,4.665612,4.15293375,4.542103122413553,4.224371571471864,0.3776937655736292,0.39606400130897007
2004-11-08,4.257293,4.369622,4.219185,4.297641,4.297641,449349985,4.5486504,4.19937215,4.4606157482757025,4.231349612284068,0.3376465301316438,0.38438050707350485
2004-11-09,4.336247,4.363644,4.116321,4.201751,4.201751,444226854,4.418289,4.23835105,4.374327498850469,4.228530696828442,0.29477332253314703,0.3664590701654333
2004-11-10,4.250817,4.296894,4.142722,4.180829,4.180829,427355853,4.2996836,4.2719252,4.309827999233646,4.223987678082876,0.25615497102397455,0.34439825033714155
2004-11-11,4.212461,4.576596,4.173606,4.558414,4.558414,601666773,4.291315,4.32300875,4.3926899994890976,4.2558378039797455,0.2531000235905898,0.3261386049878312
2004-11-12,4.613458,4.727281,4.418439,4.533009,4.533009,672354740,4.354328799999999,4.370194400000001,4.439462999659399,4.282235060743579,0.24579560581696214,0.3100700051536574
2004-11-15,4.494404,4.690419,4.452063,4.604491,4.604491,477844390,4.4156987999999995,4.4146652,4.494472333106266,4.312926102577524,0.24297394966022345,0.29665079405497063
2004-11-16,4.420929,4.469995,4.254802,4.297392,4.297392,839832142,4.434827,4.44530035,4.4287788887375115,4.311446664236808,0.21349639056693537,0.2800199133573636
2004-11-17,4.209721,4.420929,4.209223,4.296396,4.296396,728034662,4.4579404,4.48516345,4.384651259158341,4.310013267642827,0.18788897657000625,0.2615937259998921
2004-11-18,4.241352,4.344217,4.127778,4.172859,4.172859,667677273,4.3808294000000005,4.5077787,4.314053839438894,4.296950956438748,0.15583019948899324,0.24044102069771234
2004-11-19,4.211713,4.233631,4.147454,4.219185,4.219185,352086780,4.3180646000000005,4.5040053,4.282430892959263,4.289544674873152,0.13263260263647325,0.21887933708546453
2004-11-22,4.096396,4.221676,4.017691,4.112087,4.112087,496582362,4.2195838000000006,4.4762344,4.225649595306176,4.272643943932852,0.10440293441713244,0.19598405655179812
2004-11-23,4.183569,4.254802,4.146956,4.172361,4.172361,498393124,4.1945776,4.45845105,4.207886730204118,4.263093187367819,0.0859040782975109,0.1739680609009407
2004-11-24,4.354179,4.413706,4.296645,4.352685,4.352685,613531078,4.2058354,4.44449085,4.256152820136078,4.271625740951836,0.08481652916336202,0.15613775455342496
2004-11-26,4.378588,4.483943,4.366633,4.468003,4.468003,260175560,4.264864200000001,4.4271683,4.326769546757386,4.290328337051661,0.0921970473156577,0.14334961310587152
2004-11-29,4.492162,4.55667,4.421178,4.509348,4.509348,428263241,4.3228968000000005,4.415225550000001,4.38762903117159,4.31118735257055,0.1002270025937726,0.13472509100345176
2004-11-30,4.50088,4.557916,4.489423,4.532511,4.532511,309154460,4.4069816,4.39772865,4.43592302078106,4.332265795182878,0.10722385071658458,0.12922484294607833
2004-12-01,4.531764,4.545462,4.471988,4.4822,4.4822,315743063,4.4689494,4.37916075,4.451348680520707,4.3465452432606995,0.10747037445136165,0.124873949247135
2004-12-02,4.480705,4.520805,4.447081,4.468252,4.468252,251374696,4.4920628,4.36388055,4.456983120347138,4.358136362950156,0.10532612524696905,0.12096438444710182
2004-12-03,4.481951,4.509597,4.42342,4.493159,4.493159,235647968,4.497094000000001,4.35852565,4.4690417468980925,4.370995661716808,0.10443274338886166,0.11765805623545379
2004-12-06,4.461527,4.500631,4.384067,4.390792,4.390792,251097661,4.4733828,4.367168250000001,4.442958497932063,4.372881027267589,0.09437665511383209,0.11300177601112946
2004-12-07,4.383569,4.388551,4.247828,4.269746,4.269746,275866153,4.4208298,4.3657735,4.385220998621375,4.363058643718294,0.07576634486856637,0.10555468978261684
2004-12-08,4.242847,4.325786,4.202498,4.233631,4.233631,302802741,4.371116,4.3673675,4.334690999080917,4.350732201459409,0.05744121467790464,0.09593199476167441
2004-12-09,4.240356,4.321303,4.196022,4.319559,4.319559,307307563,4.341377400000001,4.374304,4.329646999387278,4.347763325129941,0.049283973478065235,0.08660239050495258
2004-12-10,4.319559,4.355674,4.266259,4.275225,4.275225,173335277,4.2977906,4.36014455,4.311506332924853,4.340854913212804,0.03879471643000798,0.07704085568996367
2004-12-13,4.288177,4.313333,4.220431,4.245337,4.245337,193466452,4.2686996,4.34576095,4.289449888616569,4.331757969097299,0.027750304595432596,0.06718274547105746
2004-12-14,4.259036,4.453806,4.224167,4.450568,4.450568,445198482,4.304864,4.3380648,4.34315592574438,4.3430732101356515,0.03515273629660154,0.060776743636166274
2004-12-15,4.433134,4.500381,4.400008,4.477716,4.477716,460559845,4.353681,4.347081,4.388009283829588,4.355896332979875,0.042717413711515384,0.0571648776512361
2004-12-16,4.407231,4.4954,4.382324,4.395275,4.395275,344197318,4.3688242,4.35202495,4.390431189219726,4.3596466822198865,0.041580857113952874,0.05404807354377946
2004-12-17,4.402498,4.495649,4.397268,4.485188,4.485188,296555412,4.4108168,4.367641399999999,4.422016792813151,4.371602998198945,0.04738908363023331,0.05271627556107023
2004-12-20,4.533009,4.693906,4.529771,4.608227,4.608227,394854485,4.4833948,4.387093500000001,4.484086861875435,4.394138617418093,0.06121471883666185,0.05441596421618856
2004-12-21,4.640357,4.67946,4.567878,4.576596,4.576596,221479058,4.508600400000001,4.41031895,4.51492324125029,4.411515510997322,0.06882589492333135,0.05729795035761712
2004-12-22,4.580332,4.653806,4.558165,4.640108,4.640108,156865776,4.541078799999999,4.4337063,4.556651494166861,4.4332862242356725,0.07907121071860335,0.061652602429814365
2004-12-23,4.66875,4.697393,4.632636,4.679958,4.679958,145125936,4.5980153999999995,4.45006995,4.597753662777907,4.456778774308466,0.08937598849873307,0.0671972796435981
2004-12-27,4.711092,4.814454,4.709846,4.779834,4.779834,245079187,4.6569446,4.4656615,4.658447108518605,4.487545938660041,0.10439831879941863,0.07463748747476222
2004-12-28,4.784815,4.820681,4.757418,4.801005,4.801005,166453579,4.6955002,4.4802443499999995,4.705966405679071,4.51739918259718,0.11666708107147272,0.08304340619410433
2004-12-29,4.776596,4.819934,4.776596,4.804492,4.804492,107525527,4.741079399999999,4.4938434,4.738808270452714,4.544741355683163,0.12522798506158406,0.09148032196760028
2004-12-30,4.806235,4.937244,4.77834,4.921553,4.921553,237057231,4.797368400000001,4.51581105,4.799723180301809,4.580628178951433,0.13984634590783607,0.10115352675564744
2004-12-31,4.962151,4.97834,4.796023,4.801752,4.801752,307889737,4.8217272,4.53248605,4.800399453534539,4.601687590479869,0.140149012144553,0.10895262383342855
2005-01-03,4.916571,5.071989,4.868253,5.048826,5.048826,636143518,4.8755256000000005,4.5602694,4.88320830235636,4.644272200910358,0.15849861090956363,0.11886182124865557
2005-01-04,5.016198,5.054305,4.818937,4.844342,4.844342,552298420,4.884193000000001,4.5829469000000005,4.870252868237574,4.663326467490323,0.15475671124215662,0.12604079924735578
2005-01-05,4.81819,4.904118,4.787804,4.819685,4.819685,330698912,4.8872316,4.61044385,4.853396912158383,4.678217756300769,0.14809447405268195,0.130451534208421
2005-01-06,4.858788,4.879212,4.675475,4.696148,4.696148,417041336,4.842150599999999,4.633569700000001,4.800980608105589,4.679925398557838,0.13133228281816223,0.13062768393036925
2005-01-07,4.748203,4.838116,4.701876,4.828153,4.828153,387964757,4.8474308,4.658999400000001,4.810038072070393,4.694042312980901,0.12723316110658,0.1299487793656114
2005-01-10,4.844342,4.934006,4.777841,4.85829,4.85829,302714411,4.8093236,4.68815265,4.826122048046929,4.709684949839863,0.12497573912620474,0.12895417131773007
2005-01-11,4.872238,4.924293,4.811465,4.820432,4.820432,279391317,4.804541599999999,4.7169074,4.82422536536462,4.720232287950353,0.11876286732817753,0.12691591051981957
2005-01-12,4.840108,4.879959,4.744716,4.86626,4.86626,328338096,4.8138566,4.737692,4.83823691024308,4.734139689097939,0.11619760461088191,0.12477224933803205
2005-01-13,4.86626,4.916322,4.833134,4.865015,4.865015,275002929,4.8476300000000005,4.75705695,4.847162940162054,4.746604004421945,0.11276427792797694,0.12237065505602103
2005-01-14,4.881702,4.981578,4.835127,4.980582,4.980582,387057368,4.878115800000001,4.7863223,4.891635960108037,4.7688876230484265,0.11800830656185024,0.12149818535718687
2005-01-18,5.005488,5.10636,4.947954,5.078465,5.078465,528878966,4.9221508,4.81598615,4.953912306738691,4.798371182758101,0.12858038248227022,0.12291462478220355
2005-01-19,5.097145,5.113334,4.899386,4.914081,4.914081,451995865,4.9408806,4.8312788499999995,4.940635204492461,4.809391165352567,0.12228479088166289,0.12278865800209542
2005-01-20,4.794529,4.887929,4.782076,4.829896,4.829896,361413608,4.9336078,4.8439438500000005,4.903722136328307,4.811344006747561,0.109243175913873,0.12007956158445095
2005-01-21,4.845338,4.865762,4.685438,4.689423,4.689423,371724110,4.8984894,4.846409599999999,4.8322890908855385,4.799732482295412,0.08657462656972115,0.11337857458150499
2005-01-24,4.699635,4.715575,4.491166,4.501129,4.501129,563010421,4.8025988,4.83746815,4.721902393923692,4.771294055410135,0.052807157692453366,0.10126429120369468
2005-01-25,4.531515,4.538987,4.390792,4.411465,4.411465,427966132,4.669198799999999,4.819049699999999,4.618423262615795,4.737024621561551,0.01859668882630494,0.08473077072821673
2005-01-26,4.465014,4.717567,4.462025,4.713333,4.713333,494161321,4.6290492,4.8146661,4.650059841743864,4.734768276650927,0.015662325027171242,0.07091708158800764
2005-01-27,4.701378,4.703869,4.61271,4.684442,4.684442,266089645,4.5999584,4.8086636,4.661520561162576,4.729975297922268,0.010880138859447719,0.05890969304229565
2005-01-28,4.73276,4.849324,4.641104,4.740731,4.740731,490158373,4.61022,4.7996225,4.6879240407750515,4.730999650501099,0.011499712216822111,0.049427696877200944
2005-01-31,4.824168,4.890669,4.775102,4.872238,4.872238,385306832,4.6844418,4.8031467999999995,4.749362027183368,4.744450921881946,0.022344668981524762,0.04401109129806571
2005-02-01,4.841353,4.898141,4.747954,4.779585,4.779585,756384528,4.758065800000001,4.78968475,4.759436351455579,4.747797024559857,0.023195667370035977,0.03984800651245977
2005-02-02,5.368627,5.39976,5.072487,5.129772,5.129772,1316889593,4.8413536,4.80395625,4.882881567637053,4.784175593649394,0.05153321120867016,0.042185047451701846
2005-02-03,5.13052,5.314331,5.126036,5.251815,5.251815,521471303,4.9548282,4.8255627500000005,5.005859378424702,4.8287126799685,0.08288334143883969,0.050324706249129415
2005-02-04,5.142475,5.174355,5.046086,5.089922,5.089922,594993855,5.024666399999999,4.84525145,5.033880252283135,4.853589758066738,0.09358632846887094,0.05897703069307772
2005-02-07,5.112338,5.140731,4.869498,4.882449,4.882449,520359150,5.0267086,4.84796625,4.983403168188757,4.856338257298478,0.08435479604546181,0.06405258376355454
2005-02-08,4.905613,4.981827,4.845089,4.947456,4.947456,460921194,5.0602827999999995,4.85242455,4.971420778792504,4.865016137555766,0.0813465493200507,0.06751137687485377
2005-02-09,5.000258,5.021179,4.718813,4.771615,4.771615,689434520,4.9886514,4.8499837,4.9048188525283365,4.856120791121883,0.0640354323776906,0.06681618797542115
2005-02-10,4.781328,4.787306,4.613956,4.681951,4.681951,762154073,4.8746786,4.84076825,4.830529568352224,4.839533191967418,0.0425901591906257,0.06197098221846206
2005-02-11,4.649074,4.790046,4.634379,4.667505,4.667505,526606480,4.7901952,4.83089275,4.77618804556815,4.823149554637188,0.024150561574655782,0.054406898089700804
2005-02-14,4.55418,4.808975,4.508103,4.806733,4.806733,1548269624,4.7750520000000005,4.8222003,4.7863696970454335,4.82158607324317,0.020534870433087882,0.04763249255837822
2005-02-15,4.821926,4.977344,4.808975,4.862524,4.862524,1035177611,4.7580656,4.81140325,4.811754464696956,4.825484923410487,0.021918612468234677,0.04248971654034951
2005-02-16,4.849324,4.964641,4.839361,4.941727,4.941727,663770685,4.792088,4.81278555,4.855078643131304,4.836555597371393,0.029071144120064396,0.03980600205629249
2005-02-17,4.927281,4.975102,4.901877,4.929025,4.929025,418137429,4.841502800000001,4.817742,4.879727428754203,4.845362207145547,0.03333041941286563,0.038510885527607126
2005-02-18,4.944218,4.952437,4.898141,4.93027,4.93027,340708289,4.8940558,4.82978435,4.896574952502802,4.8534486636078755,0.03638694085978589,0.038086096594042884
2005-02-22,4.894156,4.953931,4.741976,4.766384,4.766384,541369609,4.885986,4.8430471,4.853177968335202,4.845156790883316,0.025293458336890673,0.03552756894261244
2005-02-23,4.814454,4.843844,4.698887,4.830644,4.830644,625776806,4.87961,4.86400605,4.845666645556802,4.843774620323,0.02143989273249236,0.03271003370058843
2005-02-24,4.567131,4.728526,4.538738,4.704616,4.704616,1036442333,4.8321878,4.8635702,4.798649763704535,4.830521418387476,0.00812287246998622,0.027792601454467984
2005-02-25,4.711092,4.73027,4.620431,4.629398,4.629398,400435325,4.7722624,4.860818,4.7422325091363575,4.811366807112478,-0.008403555057275192,0.02055337015211935
2005-02-28,4.632636,4.729024,4.6289,4.6822,4.6822,313908211,4.7226484,4.8578914499999994,4.722221672757572,4.799065206435099,-0.01704371844692787,0.013033952432309906
2005-03-01,4.714579,4.726036,4.533009,4.63413,4.63413,373844027,4.6961976,4.8459860500000005,4.692857781838381,4.7833570915365184,-0.02745349069298708,0.004936463807250508
2005-03-02,4.63139,4.67423,4.591789,4.612212,4.612212,292512314,4.652511199999999,4.837617400000001,4.665975854558921,4.767057559009231,-0.03704487931091904,-0.003459804816383402
2005-03-03,4.635874,4.676222,4.590544,4.657791,4.657791,305484756,4.6431461999999994,4.81401835,4.6632475697059474,4.756651220055971,-0.04050140453225204,-0.010868124759557129
2005-03-04,4.65007,4.663769,4.609473,4.630145,4.630145,271979640,4.6432956,4.782934849999999,4.652213379803965,4.74460300862207,-0.044953332787914135,-0.01768516636522853
2005-03-07,4.67697,4.7223,4.65829,4.702623,4.702623,347995502,4.6473802,4.763569899999999,4.669016586535976,4.740604912562825,-0.0421473012755369,-0.022577593347290204
2005-03-08,4.709846,4.728526,4.606982,4.61271,4.61271,323050350,4.6430962000000005,4.75008295,4.6502477243573175,4.728424444699699,-0.04664107942081941,-0.027390290561996045
2005-03-09,4.588053,4.599012,4.487181,4.51682,4.51682,456119263,4.624017799999999,4.7285511499999995,4.605771816238212,4.708271640442585,-0.057279668230702185,-0.03336816609573727
2005-03-10,4.508352,4.513084,4.418439,4.482698,4.482698,440063306,4.588999199999999,4.7141053,4.564747210825475,4.68678843659091,-0.0676839680876693,-0.04023132649412368
2005-03-11,4.494155,4.506857,4.412212,4.428401,4.428401,322335682,4.5486504,4.7014278,4.51929847388365,4.662180109296537,-0.07939554241335411,-0.04806416967796977
2005-03-14,4.441602,4.443345,4.29814,4.358414,4.358414,447535208,4.4798086,4.68597325,4.465670315922433,4.633250003649248,-0.09324949332477761,-0.057101234407331336
2005-03-15,4.366135,4.483196,4.338986,4.448576,4.448576,418446584,4.4469818000000005,4.668065400000001,4.459972210614955,4.615662003301701,-0.0958486458243284,-0.06485071669073075
2005-03-16,4.401004,4.448576,4.358912,4.373607,4.373607,285317446,4.4183392,4.6436195499999995,4.431183807076637,4.592609145844396,-0.10277315965361389,-0.07243520528330738
2005-03-17,4.411714,4.474229,4.378588,4.465512,4.465512,331662510,4.4149020000000005,4.6198087999999995,4.442626538051092,4.580504655763977,-0.09969569146113244,-0.0778873025188724
2005-03-18,4.453557,4.493159,4.441104,4.484192,4.484192,284663002,4.4260602,4.59756715,4.456481692034062,4.571332021881693,-0.0946582939717393,-0.08124150080944578
2005-03-21,4.465014,4.537243,4.414703,4.505114,4.505114,300470030,4.455400200000001,4.576309350000001,4.472692461356042,4.565025543607246,-0.08796389657723758,-0.08258597996300415
2005-03-22,4.512586,4.531515,4.429647,4.448327,4.448327,226112360,4.4553504,4.560406500000001,4.464570640904028,4.553911396597032,-0.08624657785986845,-0.08331809954237701
2005-03-23,4.432635,4.489173,4.432635,4.457791,4.457791,194526410,4.4721872000000005,4.54176385,4.462310760602685,4.5447570731116,-0.08316327028517811,-0.08328713369093724
2005-03-24,4.500631,4.504616,4.463271,4.464516,4.464516,148763520,4.471988,4.5297588499999994,4.46304584040179,4.537115066148591,-0.07926337665503436,-0.08248238228375666
2005-03-28,4.525039,4.602748,4.506857,4.518563,4.518563,350830087,4.4788622,4.5242170999999995,4.48155156026786,4.535348202705868,-0.07099317649859671,-0.08018454112672468
2005-03-29,4.509348,4.56489,4.435126,4.472486,4.472486,259890496,4.4723366,4.5137314,4.47852970684524,4.52936132625769,-0.06738029402277057,-0.07762369170593386
2005-03-30,4.499136,4.519311,4.473233,4.494404,4.494404,250378977,4.481552,4.5067451,4.483821137896827,4.526032057090291,-0.062033377051422534,-0.0745056287750316
2005-03-31,4.432137,4.517816,4.424416,4.495898,4.495898,271758815,4.4891734,4.5009293999999995,4.487846758597885,4.523162146891216,-0.05701808452912527,-0.07100811992585034
2005-04-01,4.527032,4.55667,4.482947,4.484192,4.484192,248206866,4.4931086,4.492249450000001,4.4866285057319235,4.519450704330147,-0.053372757515597335,-0.06748104744379974
2005-04-04,4.481951,4.615699,4.479211,4.614952,4.614952,324266893,4.5123864,4.4914898,4.529403003821282,4.528546065822514,-0.039477498373766906,-0.06188033762979317
2005-04-05,4.675724,4.738738,4.671739,4.696646,4.696646,350777892,4.5572184,4.49119095,4.585150669214189,4.544555583363227,-0.02162411302476741,-0.05382909270878802
2005-04-06,4.713333,4.723545,4.671988,4.712835,4.712835,210891521,4.600904600000001,4.496197199999999,4.627712112809459,4.5605821944714915,-0.0060985591128774885,-0.04428298598960592
2005-04-07,4.701876,4.847331,4.698389,4.825911,4.825911,389141150,4.6669072,4.51165175,4.6937784085396395,4.585851604521826,0.015155143343594801,-0.03239536012296578
2005-04-08,4.824168,4.859286,4.768377,4.783321,4.783321,205431131,4.726733,4.5266829,4.723625939026427,4.604658213614986,0.028236703463695,-0.020268947405633626
2005-04-11,4.809224,4.851814,4.790046,4.812711,4.812711,217231195,4.766284799999999,4.5458984000000004,4.753320959350951,4.624472764699274,0.040508504657919886,-0.008113456992922924
2005-04-12,4.806982,4.84235,4.717567,4.830893,4.830893,293881426,4.7931342,4.56952235,4.779178306233968,4.644131834727914,0.05111194428692212,0.003731623263046085
2005-04-13,4.818688,4.839859,4.725538,4.805239,4.805239,263214910,4.811615,4.587355499999999,4.787865204155979,4.659475374277637,0.05679053722375471,0.014343406055187812
2005-04-14,4.813707,4.840855,4.734753,4.768377,4.768377,247030473,4.8001082,4.607094,4.7813691361039865,4.669846957679766,0.0576518332600342,0.023005091496157093
2005-04-15,4.734753,4.740731,4.599261,4.607729,4.607729,464831797,4.7649898,4.61420485,4.723489090735991,4.663930961710264,0.044854411826805496,0.027374955562286772
